1 -1 0 0 1 1 33 0 0 32 34 0,1
1 -1 1 0 1 1 25 1 1 27 25 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 0 0 0 26 9 0 0 29 29 0,0
1 0 0 0 0 27 0 0 0 29 29 0,0
1 0 1 0 1 40 31 0 0 27 0 0,0
1 0 1 0 1 40 31 0 0 27 0 0,0
1 0 0 0 0 26 34 0 0 24 0 0,0
1 0 0 0 1 24 26 0 0 26 33 0,0
1 0 0 0 0 45 35 0 0 26 27 0,0
1 0 0 0 1 19 34 0 0 28 28 0,0
33 0 1 0 1 1 1 0 0 1 21 1,1
33 0 0 0 1 1 1 0 0 34 21 0,1
1 1 1 0 1 29 33 0 0 19 21 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 29 33 0 0 19 21 1,1
1 0 1 0 1 29 1 0 0 40 21 0,1
1 1 1 0 1 29 33 0 0 19 21 1,1
1 1 1 1 1 1 1 1 1 1 -1 1,1
1 0 1 0 1 16 33 1 1 26 -1 0,1
1 1 1 1 1 1 1 1 1 1 -1 1,1
1 -1 1 -1 1 1 1 1 1 1 1 1,1
1 -1 1 1 1 1 35 1 1 31 18 0,1
1 0 1 0 0 35 -1 0 1 1 -1 1,1
1 1 1 0 1 24 -1 1 1 1 -1 0,1
1 1 1 0 1 10 -1 1 1 1 -1 1,1
1 0 1 0 0 35 -1 0 1 1 -1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 24 23 0,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 -1 1 28 30 0 0 28 27 0,0
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 0 30 30 0 0 33 29 0,0
1 0 1 0 1 33 27 0 0 27 12 0,0
1 0 1 0 1 16 29 0 0 29 29 0,0
1 0 0 0 1 34 37 0 0 30 33 0,0
1 0 1 0 1 28 14 0 0 32 36 0,0
1 0 1 0 0 31 36 0 0 35 24 0,0
1 0 1 0 1 28 29 0 0 29 20 0,0
1 0 0 -1 0 31 36 0 0 37 24 0,0
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 0 1 1 1 1 1 1 1,1
1 0 0 0 0 34 31 0 0 29 40 0,0
1 0 0 0 0 35 33 0 0 31 0 0,0
1 0 0 1 0 24 29 0 0 37 28 0,0
1 0 0 0 0 32 30 0 0 40 36 0,0
1 0 0 0 1 30 29 0 0 40 28 0,0
1 0 0 0 0 32 30 0 0 22 40 1,0
1 0 0 0 1 38 34 0 0 29 23 0,0
1 1 0 0 0 32 31 0 0 29 37 0,0
1 0 0 0 0 31 32 0 0 24 31 0,0
1 0 0 0 0 36 32 0 0 31 39 0,0
1 0 0 0 0 28 31 0 0 31 29 1,0
1 -1 1 -1 1 1 1 1 1 1 1 1,1
1 -1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 -1 1 1 1 -1 1,1
35 0 -1 -1 1 32 37 0 0 27 0 0,1
35 0 -1 -1 1 32 37 0 0 27 36 0,1
1 0 1 0 0 29 25 0 0 32 0 0,0
1 0 1 0 0 29 0 0 0 25 0 0,0
1 0 1 0 1 25 22 0 0 33 37 0,0
1 0 1 0 1 25 22 0 0 33 37 0,0
1 0 1 0 1 27 25 0 0 30 26 0,0
1 0 1 0 0 33 29 0 0 38 31 0,0
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
34 1 1 0 1 1 1 1 1 29 40 0,1
34 0 1 0 0 31 26 0 0 20 25 0,1
32 1 1 0 0 31 26 0 0 21 25 1,1
1 0 1 0 0 34 0 0 0 23 25 1,1
1 1 1 0 0 34 36 0 0 32 34 0,1
1 0 0 0 0 1 19 0 0 24 19 0,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 21 31 1,1
1 0 1 0 1 1 19 0 0 29 25 0,1
1 0 1 0 0 34 0 0 0 23 25 1,1
1 1 1 0 1 1 1 0 0 1 1 1,1
1 1 1 0 1 1 1 0 0 1 1 1,1
1 1 1 1 0 34 36 0 0 21 28 1,1
1 1 1 0 1 1 1 1 1 1 1 1,1
1 1 1 0 1 1 1 0 0 1 1 1,1
1 1 1 1 1 1 1 1 1 21 31 1,1
1 0 1 0 0 1 1 1 0 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 1 15 16 0 0 18 28 0,1
1 0 1 0 0 15 16 1 0 18 29 0,1
1 1 1 0 1 15 16 0 0 18 0 0,1
1 0 1 0 0 15 16 1 0 18 28 0,1
1 0 1 0 1 15 16 0 0 18 28 0,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 -1 1 -1 1 1 1 1 1 33 17 1,1
1 1 1 0 0 14 1 1 1 27 23 0,1
1 1 1 0 0 14 1 1 1 27 23 0,1
1 0 1 0 0 21 1 0 0 31 23 0,0
1 0 1 0 0 26 34 0 0 28 24 0,0
1 0 1 0 0 19 35 0 0 36 23 0,0
1 0 0 0 0 28 1 0 0 29 27 0,0
1 0 1 0 0 22 33 0 0 33 32 0,0
1 0 1 1 0 29 23 0 0 24 21 0,0
1 0 1 0 0 34 28 0 0 26 1 0,0
1 0 1 0 0 23 31 0 0 33 26 0,0
1 0 1 0 0 26 26 0 0 35 25 0,0
1 0 1 0 0 27 29 0 0 30 20 0,0
1 0 1 0 1 28 37 0 0 24 31 0,0
1 0 1 0 0 40 27 0 0 26 14 0,0
1 0 1 0 0 28 35 0 0 31 25 0,0
1 0 0 0 0 37 35 0 0 23 20 0,0
1 0 0 0 0 36 21 0 0 28 13 0,0
1 1 1 1 1 1 1 1 1 1 1 1,1
36 0 1 -1 0 1 1 0 0 27 28 0,-1
36 0 1 -1 0 1 1 0 0 27 28 0,-1
13 1 1 -1 1 1 1 1 1 30 36 0,1
1 0 1 0 1 1 1 1 1 31 20 0,1
1 0 1 0 1 1 1 1 1 31 20 0,1
1 1 1 0 1 1 35 1 1 32 20 0,1
1 1 1 0 1 1 32 1 1 34 27 1,1
1 0 1 0 1 1 1 1 1 31 15 0,1
1 1 1 0 1 1 35 1 1 32 20 0,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 -1 1 1 1 1 1 41 1 1,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
17 -1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,0
32 1 1 0 1 34 36 0 0 27 0 1,0
32 1 1 0 1 34 36 0 0 27 29 0,0
1 0 1 0 1 38 30 0 0 31 37 0,0
1 0 1 0 1 38 30 0 0 31 37 0,0
1 0 1 0 1 26 30 0 0 24 34 0,0
1 0 1 0 1 39 31 0 0 29 31 1,0
1 0 1 0 0 33 28 0 0 31 36 1,0
1 0 1 0 0 27 35 0 0 31 36 1,0
1 0 1 0 1 30 26 0 0 36 36 0,0
1 0 1 0 1 29 26 0 0 36 39 0,0
1 0 1 0 0 22 32 0 0 29 34 0,0
1 0 1 0 0 34 30 0 0 31 31 0,0
1 0 1 0 1 21 33 0 0 31 32 0,0
1 0 1 0 1 43 30 0 0 27 34 0,0
1 0 1 0 0 28 30 0 0 30 35 0,0
1 0 1 0 0 33 29 0 0 36 35 0,0
1 0 1 0 0 23 32 0 0 30 25 0,0
1 1 1 1 1 1 1 1 1 35 32 0,1
1 1 1 1 1 1 1 1 1 26 5 1,1
1 1 1 1 1 1 1 1 1 38 29 0,1
1 1 1 1 1 1 1 1 1 26 5 1,1
1 1 1 0 1 1 1 1 1 26 12 0,1
1 1 1 1 1 1 1 1 1 26 5 1,1
1 1 1 1 1 1 1 1 1 38 29 0,1
1 1 1 1 1 1 1 1 1 26 5 1,1
1 -1 0 -1 -1 30 35 0 0 24 -1 0,0
1 -1 0 -1 -1 35 36 0 0 29 -1 1,0
1 -1 0 -1 -1 35 27 0 0 32 -1 0,0
1 -1 0 -1 -1 35 27 0 0 32 -1 0,0
39 1 1 -1 1 22 17 1 1 23 32 0,0
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 -1 -1 0 1 1 29 0 0 41 38 0,1
1 -1 -1 0 1 1 22 1 1 22 27 0,1
1 -1 -1 0 1 1 22 1 1 1 1 1,1
1 -1 -1 0 1 1 22 1 1 22 27 0,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
30 0 1 -1 1 28 0 1 1 30 34 1,1
1 -1 1 -1 1 34 36 1 0 1 1 1,1
1 0 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 14 15 1 1 1 0 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 14 15 1 1 1 0 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 1 31 32 0 0 33 24 0,0
1 0 1 0 1 31 32 0 0 33 20 0,0
1 0 1 0 1 23 28 0 0 27 24 0,0
1 0 1 0 1 30 17 0 0 30 15 0,0
1 0 1 0 0 33 30 0 0 28 32 0,0
1 0 1 0 1 40 1 0 0 30 26 1,0
1 0 1 0 1 27 33 0 0 31 32 0,0
1 0 1 0 0 29 33 0 0 31 35 0,0
1 0 1 0 0 31 34 0 1 36 22 0,0
