1 -1 -1 -1 0 28 25 0 0 27 14 0,1
1 1 1 1 1 13 32 1 1 21 0 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 13 32 1 1 21 0 1,1
1 1 1 0 1 1 32 1 1 31 1 1,1
1 1 1 1 1 13 32 1 1 21 0 1,1
1 1 1 1 1 1 32 1 1 21 36 1,1
1 1 1 0 1 1 32 1 1 21 36 1,1
1 1 1 1 1 13 32 1 1 21 0 1,1
1 1 1 1 1 13 32 1 1 21 0 1,1
1 0 1 0 0 30 38 0 0 34 36 0,0
1 0 1 0 0 30 38 0 0 34 0 0,0
1 0 1 0 0 30 38 0 0 34 36 0,0
1 0 1 0 0 30 38 0 0 34 36 0,0
1 0 1 0 0 35 27 0 0 31 26 0,0
1 0 1 0 0 35 27 0 0 31 26 0,0
1 0 1 0 0 28 27 0 0 32 28 0,0
1 0 1 0 0 35 26 0 0 27 0 0,0
1 0 1 0 0 29 27 0 0 32 32 0,0
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 -1 1 0 0 1 11 1 0 1 1 1,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
35 -1 0 1 0 33 13 0 1 32 26 0,0
35 -1 0 1 0 33 13 0 1 32 26 0,0
23 -1 0 -1 1 1 1 1 1 1 1 1,1
1 0 1 0 0 1 1 1 1 1 29 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 34 1,1
1 0 0 0 1 23 1 0 0 29 30 0,0
1 0 0 0 1 23 20 0 0 28 26 0,0
1 0 0 0 1 23 20 0 0 28 26 0,0
1 0 0 0 1 23 1 0 0 28 27 0,0
1 0 0 0 1 23 20 0 0 28 26 0,0
1 0 0 0 1 22 33 0 0 18 26 0,0
1 0 0 0 0 26 29 0 0 28 32 0,0
1 1 1 0 1 1 1 1 1 29 30 1,1
1 1 1 1 1 1 1 1 1 29 30 1,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 -1 1 1 1 1 25 1 1 32 32 0,1
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 32 35 1 1 29 21 0,1
1 1 1 1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 32 35 1 1 29 21 0,1
1 1 1 0 1 32 15 1 1 29 33 0,1
1 1 1 0 1 32 35 1 1 29 21 0,1
1 0 1 0 0 19 19 0 0 22 33 0,1
1 0 1 0 0 32 23 0 0 32 26 0,0
1 0 1 0 0 31 26 0 0 32 37 0,0
1 0 1 0 0 32 23 0 0 32 26 0,0
1 0 1 0 0 32 23 0 0 32 26 0,0
1 0 1 0 0 32 23 0 0 32 26 0,0
1 0 1 0 0 32 23 0 0 32 26 0,0
1 0 1 0 0 39 25 0 0 33 30 0,0
1 0 1 0 0 35 42 0 0 29 17 0,0
1 0 1 0 0 19 23 0 0 29 23 0,0
1 1 1 1 1 1 1 1 1 1 -1 1,1
1 1 1 -1 1 1 1 1 1 1 1 1,1
1 1 1 0 1 32 23 0 0 26 27 0,0
1 0 1 0 0 31 32 0 0 28 32 0,0
1 0 1 0 0 31 32 0 0 28 32 0,0
1 0 1 0 1 25 34 0 0 30 22 0,0
1 0 1 0 0 30 29 0 0 25 34 0,0
1 0 1 0 0 30 29 0 0 25 34 0,0
1 0 1 0 0 28 32 0 0 29 25 0,0
1 0 1 0 0 33 30 0 0 35 34 0,0
1 0 1 0 0 28 32 0 0 27 32 1,0
1 0 1 0 0 28 32 0 0 27 32 1,0
1 0 1 0 0 28 32 0 0 27 32 1,0
1 0 1 0 1 31 34 0 0 -1 23 0,0
1 0 1 1 1 31 34 0 0 26 37 0,0
1 0 1 0 1 31 34 0 0 -1 23 0,0
1 0 1 0 1 22 30 0 0 21 33 0,0
1 0 1 0 0 24 26 0 0 32 24 0,0
1 0 1 0 0 35 12 0 0 32 29 0,0
1 0 0 0 0 32 34 0 0 28 47 0,0
1 0 1 0 0 30 30 0 0 33 29 1,0
1 0 1 0 0 34 28 0 0 34 39 0,0
1 0 1 0 0 34 28 0 0 34 39 0,0
1 0 1 0 0 34 28 0 0 34 39 0,0
1 0 1 0 1 14 24 1 0 26 27 0,0
1 0 1 0 0 28 34 0 0 23 34 0,0
1 0 1 0 0 37 36 0 0 31 36 0,0
1 0 1 0 0 23 34 0 0 21 0 0,0
1 0 1 0 1 25 38 0 0 27 29 0,0
1 0 1 0 0 32 23 0 0 28 33 0,0
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 1 1 19 0 0 26 35 0,1
31 0 1 0 0 31 32 0 0 27 27 0,0
31 0 1 0 0 31 35 0 0 27 36 1,0
31 0 1 0 0 27 28 0 0 31 34 1,0
1 0 1 0 1 30 36 0 0 30 17 0,0
1 0 1 0 0 29 36 0 0 24 26 0,0
1 1 1 1 1 1 1 1 1 1 1 1,1
1 0 1 0 1 33 35 0 0 31 29 0,0
1 0 1 0 1 33 35 0 0 31 29 0,0
1 0 1 0 1 23 17 0 0 17 28 0,0
1 0 1 0 1 23 17 0 0 17 28 0,0
1 0 1 0 0 35 18 0 0 29 26 0,0
1 0 1 0 0 35 18 0 0 29 26 0,0
1 0 1 0 0 35 18 0 0 16 28 0,0
1 0 1 0 0 35 18 0 0 16 28 0,0
1 0 1 0 1 34 28 1 1 17 23 0,0
1 0 0 0 1 40 31 0 0 31 31 0,0
1 0 1 0 1 28 32 0 0 35 32 0,0
1 0 1 0 0 31 17 0 0 30 23 0,0
1 0 1 0 1 34 36 0 0 20 20 0,0
1 -1 1 1 1 1 1 1 1 1 1 1,1
1 -1 1 0 1 1 25 1 1 27 25 1,1
